,START_DATE,START_TIME,START,STOP,END_DATE,END_TIME,RIDE_DURATION,MILES,FARE,DAY_NIGHT,PURPOSE,ROUND_TRIP,CATEGORY
200,15-06-2016,07:27:00,Miami,West Palm Beach,15-06-2016,08:36:00,69,31.5,346.5,MORNING,Customer Visit,No,Personal
201,17-02-2016,16:04:00,Miami,Tampa,17-02-2016,16:16:00,12,3.7,40.7,EVENING,Meeting,No,Personal
202,23-04-2016,06:46:00,Palm Bay,Tampa,23-04-2016,07:43:00,57,25.8,283.8,MORNING,Meeting,No,Business
203,28-03-2016,17:41:00,Miami,Kissimmee,28-03-2016,18:00:00,19,8.8,96.8,EVENING,Errand/Supplies,No,Business
204,30-03-2016,20:05:00,Kissimmee,Palm Bay,30-03-2016,21:28:00,83,47.8,525.8,NIGHT,Meeting,No,Personal
205,22-01-2016,07:11:00,Orlando,Orlando,22-01-2016,07:16:00,5,2.6,28.6,MORNING,Meal/Entertain,Yes,Business
206,03-03-2016,18:57:00,Miami,West Palm Beach,03-03-2016,20:50:00,113,82.1,903.1,EVENING,Meeting,No,Business
207,25-03-2016,13:09:00,Kissimmee,Palm Bay,25-03-2016,14:39:00,90,32.5,357.5,AFTER-NOON,Meeting,No,Business
208,04-04-2016,06:10:00,West Palm Beach,Kissimmee,04-04-2016,06:55:00,45,32.1,353.1,MORNING,Meal/Entertain,No,Business
209,25-06-2016,19:19:00,West Palm Beach,Tampa,25-06-2016,20:28:00,69,32,352,NIGHT,Customer Visit,No,Business
210,08-03-2016,20:52:00,Miami,Tampa,08-03-2016,22:39:00,107,83.4,917.4,NIGHT,Meal/Entertain,No,Business
211,21-01-2016,12:37:00,Tampa,Palm Bay,21-01-2016,14:11:00,94,59.8,657.8,AFTER-NOON,Customer Visit,No,Personal
212,30-05-2016,08:18:00,Orlando,Palm Bay,30-05-2016,10:10:00,112,72.8,800.8,MORNING,Meeting,No,Business
213,22-02-2016,19:50:00,West Palm Beach,Tampa,22-02-2016,21:36:00,106,61.8,679.8,NIGHT,Meeting,No,Business
214,05-02-2016,08:09:00,Kissimmee,Tampa,05-02-2016,08:17:00,8,4.4,48.4,MORNING,Meeting,No,Business
215,25-05-2016,18:20:00,Orlando,Miami,25-05-2016,18:55:00,35,16.4,180.4,EVENING,Meal/Entertain,No,Business
216,18-06-2016,07:29:00,Fort Pierce,Kissimmee,18-06-2016,08:09:00,40,26.6,292.6,MORNING,Meeting,No,Business
217,01-04-2016,15:56:00,Palm Bay,Tampa,01-04-2016,17:16:00,80,36.7,403.7,EVENING,Meal/Entertain,No,Business
218,10-02-2016,14:28:00,Palm Bay,West Palm Beach,10-02-2016,16:23:00,115,73.9,812.9,AFTER-NOON,Meeting,No,Business
219,19-06-2016,08:21:00,Kissimmee,Orlando,19-06-2016,10:04:00,103,38,418,MORNING,Meeting,No,Personal
220,17-01-2016,18:38:00,Kissimmee,Fort Pierce,17-01-2016,20:04:00,86,41.7,458.7,EVENING,Customer Visit,No,Business
221,04-06-2016,15:53:00,West Palm Beach,Fort Pierce,04-06-2016,16:32:00,39,30.5,335.5,EVENING,Customer Visit,No,Business
222,25-06-2016,07:15:00,Palm Bay,Kissimmee,25-06-2016,07:44:00,29,19.8,217.8,MORNING,Meeting,No,Business
223,07-03-2016,15:27:00,Kissimmee,Miami,07-03-2016,16:03:00,36,26.4,290.4,EVENING,Meeting,No,Business
224,07-05-2016,17:43:00,Fort Pierce,Miami,07-05-2016,19:26:00,103,60.1,661.1,EVENING,Meal/Entertain,No,Business
225,12-01-2016,18:12:00,Palm Bay,Miami,12-01-2016,19:01:00,49,15.5,170.5,EVENING,Meeting,No,Business
226,25-02-2016,14:34:00,Miami,Tampa,25-02-2016,16:32:00,118,39.5,434.5,AFTER-NOON,Customer Visit,No,Business
227,17-01-2016,15:30:00,Palm Bay,Tampa,17-01-2016,15:47:00,17,6.1,67.1,EVENING,Customer Visit,No,Business
228,15-06-2016,13:27:00,Kissimmee,Miami,15-06-2016,15:20:00,113,87.3,960.3,AFTER-NOON,Meal/Entertain,No,Business
229,28-02-2016,15:00:00,Fort Pierce,Orlando,28-02-2016,15:06:00,6,3.1,34.1,EVENING,Airport/Travel,No,Business
230,23-01-2016,17:14:00,Palm Bay,Kissimmee,23-01-2016,19:10:00,116,63.5,698.5,EVENING,Meeting,No,Personal
231,20-04-2016,12:41:00,Kissimmee,Orlando,20-04-2016,13:16:00,35,27.4,301.4,AFTER-NOON,Airport/Travel,No,Business
232,03-04-2016,16:49:00,Palm Bay,Miami,03-04-2016,18:18:00,89,40.7,447.7,EVENING,Meal/Entertain,No,Business
233,27-04-2016,18:56:00,West Palm Beach,Palm Bay,27-04-2016,19:26:00,30,13.5,148.5,EVENING,Airport/Travel,No,Personal
234,05-01-2016,13:23:00,Kissimmee,Palm Bay,05-01-2016,14:42:00,79,31.4,345.4,AFTER-NOON,Meeting,No,Business
235,29-01-2016,16:17:00,Orlando,Fort Pierce,29-01-2016,17:38:00,81,52,572,EVENING,Airport/Travel,No,Business
236,10-05-2016,19:51:00,Fort Pierce,Kissimmee,10-05-2016,20:01:00,10,5.4,59.4,NIGHT,Meal/Entertain,No,Business
237,31-05-2016,11:43:00,Fort Pierce,Orlando,31-05-2016,13:37:00,114,44.4,488.4,AFTER-NOON,Meal/Entertain,No,Business
238,20-03-2016,17:31:00,West Palm Beach,Miami,20-03-2016,18:42:00,71,35.7,392.7,EVENING,Airport/Travel,No,Personal
239,11-05-2016,19:41:00,Tampa,West Palm Beach,11-05-2016,21:27:00,106,61.1,672.1,NIGHT,Meeting,No,Business
240,14-01-2016,07:13:00,Miami,Tampa,14-01-2016,08:21:00,68,33.1,364.1,MORNING,Airport/Travel,No,Personal
241,22-01-2016,18:26:00,Miami,Tampa,22-01-2016,20:20:00,114,34.2,376.2,EVENING,Meal/Entertain,No,Personal
242,15-04-2016,06:49:00,Fort Pierce,Miami,15-04-2016,07:12:00,23,17.4,191.4,MORNING,Meeting,No,Business
243,08-01-2016,10:40:00,Palm Bay,Kissimmee,08-01-2016,11:01:00,21,9.5,104.5,AFTER-NOON,Meeting,No,Business
244,28-02-2016,11:05:00,Fort Pierce,Orlando,28-02-2016,11:52:00,47,18.5,203.5,AFTER-NOON,Meal/Entertain,No,Personal
245,23-02-2016,10:27:00,Kissimmee,Miami,23-02-2016,11:02:00,35,26.5,291.5,AFTER-NOON,Errand/Supplies,No,Business
246,24-06-2016,06:54:00,West Palm Beach,West Palm Beach,24-06-2016,08:10:00,76,43.9,482.9,MORNING,Meeting,Yes,Business
247,11-03-2016,17:03:00,Orlando,Tampa,11-03-2016,18:38:00,95,61,671,EVENING,Meal/Entertain,No,Business
248,04-04-2016,15:37:00,Miami,Palm Bay,04-04-2016,17:15:00,98,48.9,537.9,EVENING,Customer Visit,No,Business
249,02-05-2016,20:43:00,Orlando,Miami,02-05-2016,22:37:00,114,87.2,959.2,NIGHT,Errand/Supplies,No,Business
250,12-01-2016,18:43:00,West Palm Beach,Miami,12-01-2016,19:54:00,71,55.7,612.7,EVENING,Meal/Entertain,No,Business
251,30-03-2016,06:34:00,Tampa,Kissimmee,30-03-2016,06:56:00,22,13.3,146.3,MORNING,Meeting,No,Personal
252,12-05-2016,20:05:00,Tampa,Fort Pierce,12-05-2016,20:16:00,11,8.5,93.5,NIGHT,Meal/Entertain,No,Personal
253,26-05-2016,06:13:00,West Palm Beach,West Palm Beach,26-05-2016,06:55:00,42,24,264,MORNING,Airport/Travel,Yes,Business
254,26-02-2016,10:25:00,Palm Bay,West Palm Beach,26-02-2016,11:41:00,76,59,649,AFTER-NOON,Meeting,No,Business
255,14-06-2016,18:37:00,Orlando,Tampa,14-06-2016,19:09:00,32,12.9,141.9,EVENING,Meeting,No,Business
256,10-06-2016,11:29:00,Palm Bay,Palm Bay,10-06-2016,13:09:00,100,77,847,AFTER-NOON,Meal/Entertain,Yes,Business
257,03-02-2016,18:06:00,Palm Bay,West Palm Beach,03-02-2016,19:13:00,67,24.1,265.1,EVENING,Meeting,No,Business
258,10-02-2016,06:06:00,Palm Bay,Fort Pierce,10-02-2016,07:03:00,57,23,253,MORNING,Errand/Supplies,No,Business
259,19-02-2016,12:26:00,Miami,Kissimmee,19-02-2016,13:40:00,74,54.2,596.2,AFTER-NOON,Meal/Entertain,No,Business
260,31-01-2016,19:23:00,Fort Pierce,West Palm Beach,31-01-2016,20:34:00,71,31.5,346.5,NIGHT,Meal/Entertain,No,Business
261,05-04-2016,12:25:00,Kissimmee,Kissimmee,05-04-2016,13:28:00,63,40,440,AFTER-NOON,Meal/Entertain,Yes,Business
262,27-05-2016,16:40:00,Fort Pierce,Fort Pierce,27-05-2016,16:58:00,18,10.3,113.3,EVENING,Customer Visit,Yes,Business
263,19-04-2016,20:03:00,West Palm Beach,Orlando,19-04-2016,20:24:00,21,9.5,104.5,NIGHT,Airport/Travel,No,Personal
264,08-01-2016,09:04:00,Kissimmee,West Palm Beach,08-01-2016,10:13:00,69,53.6,589.6,MORNING,Errand/Supplies,No,Personal
265,19-02-2016,16:57:00,Miami,Miami,19-02-2016,17:32:00,35,11.4,125.4,EVENING,Meal/Entertain,Yes,Business
266,02-03-2016,08:50:00,Orlando,Orlando,02-03-2016,10:26:00,96,32.5,357.5,MORNING,Meeting,Yes,Business
267,17-05-2016,13:40:00,Fort Pierce,Miami,17-05-2016,14:34:00,54,41.1,452.1,AFTER-NOON,Errand/Supplies,No,Personal
268,18-03-2016,07:25:00,West Palm Beach,Kissimmee,18-03-2016,08:41:00,76,51.6,567.6,MORNING,Meal/Entertain,No,Business
269,29-03-2016,08:17:00,West Palm Beach,Miami,29-03-2016,10:03:00,106,60,660,MORNING,Meeting,No,Personal
270,04-03-2016,07:19:00,Miami,Fort Pierce,04-03-2016,08:25:00,66,34.7,381.7,MORNING,Meeting,No,Business
271,31-03-2016,14:37:00,Palm Bay,Fort Pierce,31-03-2016,14:59:00,22,14.2,156.2,AFTER-NOON,Meeting,No,Business
272,08-04-2016,18:16:00,Orlando,Miami,08-04-2016,19:55:00,99,39,429,EVENING,Errand/Supplies,No,Business
273,22-03-2016,14:30:00,Miami,Miami,22-03-2016,15:19:00,49,32.9,361.9,AFTER-NOON,Meeting,Yes,Business
274,04-03-2016,20:07:00,Palm Bay,Tampa,04-03-2016,20:51:00,44,29.9,328.9,NIGHT,Meal/Entertain,No,Business
275,03-04-2016,08:13:00,Orlando,West Palm Beach,03-04-2016,09:32:00,79,33.9,372.9,MORNING,Customer Visit,No,Business
276,24-01-2016,07:26:00,Fort Pierce,Palm Bay,24-01-2016,08:35:00,69,46.4,510.4,MORNING,Customer Visit,No,Business
277,20-04-2016,08:28:00,Orlando,Miami,20-04-2016,09:22:00,54,43,473,MORNING,Customer Visit,No,Personal
278,03-01-2016,09:53:00,Miami,West Palm Beach,03-01-2016,10:14:00,21,9.4,103.4,MORNING,Meal/Entertain,No,Business
279,03-01-2016,14:29:00,Orlando,Fort Pierce,03-01-2016,16:15:00,106,71.7,788.7,AFTER-NOON,Meeting,No,Business
280,23-06-2016,13:02:00,Orlando,Tampa,23-06-2016,14:01:00,59,25.1,276.1,AFTER-NOON,Meeting,No,Business
281,14-01-2016,18:25:00,Palm Bay,Orlando,14-01-2016,18:37:00,12,6.5,71.5,EVENING,Meeting,No,Personal
282,20-01-2016,10:53:00,Kissimmee,Fort Pierce,20-01-2016,12:31:00,98,47.5,522.5,AFTER-NOON,Meeting,No,Business
283,19-03-2016,09:11:00,Fort Pierce,Tampa,19-03-2016,11:02:00,111,78.8,866.8,MORNING,Meal/Entertain,No,Business
284,25-01-2016,12:42:00,Orlando,Fort Pierce,25-01-2016,14:25:00,103,58,638,AFTER-NOON,Meal/Entertain,No,Business
285,07-03-2016,20:25:00,Miami,Kissimmee,07-03-2016,22:24:00,119,69.9,768.9,NIGHT,Errand/Supplies,No,Business
286,22-05-2016,06:58:00,Orlando,West Palm Beach,22-05-2016,07:06:00,8,3.3,36.3,MORNING,Meeting,No,Business
287,03-02-2016,08:47:00,West Palm Beach,Tampa,03-02-2016,10:30:00,103,78.6,864.6,MORNING,Errand/Supplies,No,Business
288,28-03-2016,19:06:00,Orlando,Miami,28-03-2016,19:25:00,19,7.5,82.5,NIGHT,Customer Visit,No,Business
289,07-04-2016,16:24:00,Orlando,Palm Bay,07-04-2016,18:20:00,116,65.3,718.3,EVENING,Meeting,No,Business
290,07-05-2016,12:59:00,Palm Bay,West Palm Beach,07-05-2016,13:31:00,32,17.8,195.8,AFTER-NOON,Customer Visit,No,Business
291,22-04-2016,13:14:00,Palm Bay,Fort Pierce,22-04-2016,15:02:00,108,62.6,688.6,AFTER-NOON,Airport/Travel,No,Business
292,03-01-2016,15:53:00,Orlando,Orlando,03-01-2016,16:41:00,48,22.4,246.4,EVENING,Meal/Entertain,Yes,Business
293,09-02-2016,17:30:00,Palm Bay,West Palm Beach,09-02-2016,18:00:00,30,13.5,148.5,EVENING,Meeting,No,Business
294,19-03-2016,11:15:00,Palm Bay,Fort Pierce,19-03-2016,11:49:00,34,10.4,114.4,AFTER-NOON,Meeting,No,Personal
295,17-04-2016,14:05:00,Tampa,West Palm Beach,17-04-2016,15:55:00,110,75.6,831.6,AFTER-NOON,Meeting,No,Business
296,24-04-2016,10:44:00,Miami,West Palm Beach,24-04-2016,12:03:00,79,44.8,492.8,AFTER-NOON,Meeting,No,Business
297,29-03-2016,06:33:00,Tampa,Miami,29-03-2016,07:01:00,28,12.5,137.5,MORNING,Meeting,No,Business
298,18-02-2016,16:53:00,Miami,Kissimmee,18-02-2016,17:46:00,53,19.9,218.9,EVENING,Customer Visit,No,Business
299,28-06-2016,18:36:00,Miami,Fort Pierce,28-06-2016,19:43:00,67,29.9,328.9,EVENING,Customer Visit,No,Business
300,30-03-2016,12:57:00,Fort Pierce,Fort Pierce,30-03-2016,14:13:00,76,36.5,401.5,AFTER-NOON,Meal/Entertain,Yes,Business
301,22-01-2016,11:37:00,West Palm Beach,Orlando,22-01-2016,12:22:00,45,28.7,315.7,AFTER-NOON,Meeting,No,Personal
302,17-06-2016,09:41:00,Palm Bay,Orlando,17-06-2016,11:22:00,101,44,484,MORNING,Meeting,No,Business
303,18-02-2016,18:14:00,Orlando,Fort Pierce,18-02-2016,18:37:00,23,14.9,163.9,EVENING,Meal/Entertain,No,Business
304,04-06-2016,13:51:00,Kissimmee,West Palm Beach,04-06-2016,15:34:00,103,63.7,700.7,AFTER-NOON,Customer Visit,No,Personal
305,25-01-2016,20:14:00,Orlando,Miami,25-01-2016,21:58:00,104,40.1,441.1,NIGHT,Errand/Supplies,No,Business
306,29-01-2016,12:12:00,Miami,Palm Bay,29-01-2016,14:08:00,116,86.7,953.7,AFTER-NOON,Meal/Entertain,No,Business
307,21-05-2016,20:22:00,Tampa,Kissimmee,21-05-2016,21:04:00,42,21.2,233.2,NIGHT,Meal/Entertain,No,Business
308,15-06-2016,20:59:00,Tampa,Orlando,15-06-2016,21:40:00,41,20.1,221.1,NIGHT,Customer Visit,No,Business
309,25-03-2016,18:18:00,Miami,Kissimmee,25-03-2016,18:50:00,32,23.9,262.9,EVENING,Errand/Supplies,No,Business
310,20-05-2016,18:58:00,Kissimmee,Tampa,20-05-2016,19:49:00,51,30.7,337.7,EVENING,Meeting,No,Business
311,27-04-2016,07:28:00,Palm Bay,Tampa,27-04-2016,08:14:00,46,16.6,182.6,MORNING,Meeting,No,Personal
312,14-05-2016,06:54:00,Tampa,Orlando,14-05-2016,07:50:00,56,43.6,479.6,MORNING,Errand/Supplies,No,Business
313,20-04-2016,14:58:00,Kissimmee,West Palm Beach,20-04-2016,15:21:00,23,8,88,AFTER-NOON,Customer Visit,No,Personal
314,09-06-2016,20:29:00,West Palm Beach,Palm Bay,09-06-2016,22:17:00,108,44.7,491.7,NIGHT,Customer Visit,No,Business
315,11-04-2016,16:03:00,Palm Bay,Miami,11-04-2016,17:12:00,69,34.5,379.5,EVENING,Customer Visit,No,Business
316,28-03-2016,16:46:00,Miami,Miami,28-03-2016,18:10:00,84,49.7,546.7,EVENING,Meeting,Yes,Personal
317,06-01-2016,16:21:00,Miami,Tampa,06-01-2016,17:57:00,96,63.9,702.9,EVENING,Meeting,No,Business
318,28-01-2016,15:24:00,Orlando,Tampa,28-01-2016,15:49:00,25,14.6,160.6,EVENING,Meeting,No,Business
319,08-04-2016,09:53:00,West Palm Beach,Miami,08-04-2016,11:36:00,103,81.7,898.7,MORNING,Customer Visit,No,Business
320,14-03-2016,11:54:00,Fort Pierce,Kissimmee,14-03-2016,13:00:00,66,49,539,AFTER-NOON,Customer Visit,No,Business
321,13-01-2016,18:02:00,Kissimmee,Orlando,13-01-2016,18:29:00,27,21,231,EVENING,Customer Visit,No,Business
322,26-01-2016,12:03:00,Palm Bay,Orlando,26-01-2016,12:27:00,24,7.3,80.3,AFTER-NOON,Meeting,No,Business
323,26-01-2016,13:24:00,Fort Pierce,Miami,26-01-2016,14:22:00,58,39.9,438.9,AFTER-NOON,Meeting,No,Business
324,06-04-2016,18:56:00,Miami,Tampa,06-04-2016,19:07:00,11,7.7,84.7,EVENING,Meeting,No,Personal
325,09-02-2016,18:11:00,Miami,Orlando,09-02-2016,18:31:00,20,9.1,100.1,EVENING,Errand/Supplies,No,Business
326,06-03-2016,18:39:00,Fort Pierce,West Palm Beach,06-03-2016,20:31:00,112,75.3,828.3,EVENING,Meal/Entertain,No,Business
327,26-03-2016,19:42:00,Palm Bay,Kissimmee,26-03-2016,20:13:00,31,12.3,135.3,NIGHT,Errand/Supplies,No,Business
328,08-05-2016,19:35:00,Kissimmee,Palm Bay,08-05-2016,19:47:00,12,9.6,105.6,NIGHT,Meal/Entertain,No,Business
329,12-01-2016,09:25:00,Palm Bay,Tampa,12-01-2016,10:10:00,45,15.6,171.6,MORNING,Meeting,No,Business
330,12-01-2016,18:21:00,West Palm Beach,West Palm Beach,12-01-2016,18:59:00,38,18.9,207.9,EVENING,Meal/Entertain,Yes,Business
331,30-05-2016,10:07:00,Fort Pierce,Miami,30-05-2016,11:06:00,59,45.8,503.8,AFTER-NOON,Errand/Supplies,No,Business
332,23-06-2016,17:23:00,Miami,Kissimmee,23-06-2016,17:58:00,35,21.1,232.1,EVENING,Meal/Entertain,No,Personal
333,12-01-2016,19:11:00,Orlando,Palm Bay,12-01-2016,20:17:00,66,37.6,413.6,NIGHT,Meeting,No,Business
334,30-03-2016,18:45:00,Palm Bay,Tampa,30-03-2016,19:48:00,63,29.4,323.4,EVENING,Meal/Entertain,No,Business
335,01-03-2016,17:10:00,Orlando,Kissimmee,01-03-2016,18:50:00,100,33.9,372.9,EVENING,Airport/Travel,No,Business
336,03-05-2016,09:47:00,Palm Bay,Orlando,03-05-2016,10:31:00,44,22.1,243.1,MORNING,Meal/Entertain,No,Business
337,13-05-2016,14:11:00,Orlando,Tampa,13-05-2016,15:05:00,54,35.8,393.8,AFTER-NOON,Airport/Travel,No,Business
338,25-04-2016,09:36:00,Tampa,Miami,25-04-2016,10:33:00,57,43.5,478.5,MORNING,Meeting,No,Business
339,09-04-2016,06:13:00,Palm Bay,West Palm Beach,09-04-2016,07:53:00,100,42.1,463.1,MORNING,Errand/Supplies,No,Personal
340,10-04-2016,15:15:00,Fort Pierce,Tampa,10-04-2016,16:17:00,62,26.7,293.7,EVENING,Airport/Travel,No,Business
341,13-06-2016,13:17:00,Miami,West Palm Beach,13-06-2016,15:08:00,111,72.7,799.7,AFTER-NOON,Meeting,No,Business
342,24-06-2016,09:58:00,Palm Bay,Tampa,24-06-2016,11:45:00,107,54.2,596.2,MORNING,Customer Visit,No,Business
343,20-06-2016,09:35:00,Palm Bay,Palm Bay,20-06-2016,10:50:00,75,27.5,302.5,MORNING,Meeting,Yes,Business
344,07-02-2016,16:50:00,Fort Pierce,West Palm Beach,07-02-2016,18:20:00,90,43.4,477.4,EVENING,Meal/Entertain,No,Business
345,02-05-2016,09:55:00,Miami,Kissimmee,02-05-2016,10:24:00,29,19.2,211.2,MORNING,Customer Visit,No,Business
346,11-04-2016,18:41:00,Fort Pierce,Kissimmee,11-04-2016,19:28:00,47,30.3,333.3,EVENING,Meal/Entertain,No,Business
347,03-05-2016,19:51:00,Kissimmee,West Palm Beach,03-05-2016,21:11:00,80,45.7,502.7,NIGHT,Meeting,No,Business
348,29-02-2016,16:51:00,West Palm Beach,Tampa,29-02-2016,18:34:00,103,33.7,370.7,EVENING,Meeting,No,Business
349,14-03-2016,12:25:00,Fort Pierce,Fort Pierce,14-03-2016,13:20:00,55,33.9,372.9,AFTER-NOON,Meal/Entertain,Yes,Business
350,15-01-2016,09:34:00,Tampa,Miami,15-01-2016,10:07:00,33,15.7,172.7,MORNING,Errand/Supplies,No,Business
351,31-03-2016,10:38:00,Tampa,Fort Pierce,31-03-2016,12:22:00,104,39.1,430.1,AFTER-NOON,Customer Visit,No,Business
352,27-02-2016,07:18:00,Palm Bay,Kissimmee,27-02-2016,08:26:00,68,43.5,478.5,MORNING,Errand/Supplies,No,Business
353,23-06-2016,20:49:00,Orlando,Kissimmee,23-06-2016,22:33:00,104,46.3,509.3,NIGHT,Errand/Supplies,No,Personal
354,20-04-2016,15:59:00,West Palm Beach,Kissimmee,20-04-2016,17:19:00,80,25.1,276.1,EVENING,Meal/Entertain,No,Business
355,27-06-2016,17:23:00,Miami,Miami,27-06-2016,17:29:00,6,4.1,45.1,EVENING,Meal/Entertain,Yes,Personal
356,13-01-2016,12:07:00,Fort Pierce,Tampa,13-01-2016,13:30:00,83,47,517,AFTER-NOON,Meal/Entertain,No,Business
357,13-01-2016,12:52:00,Kissimmee,Miami,13-01-2016,14:30:00,98,75.8,833.8,AFTER-NOON,Customer Visit,No,Personal
358,14-01-2016,18:31:00,Kissimmee,Orlando,14-01-2016,20:19:00,108,37.5,412.5,EVENING,Customer Visit,No,Business
359,04-02-2016,10:52:00,Palm Bay,Miami,04-02-2016,12:40:00,108,75.8,833.8,AFTER-NOON,Meeting,No,Personal
360,14-03-2016,07:33:00,Orlando,Kissimmee,14-03-2016,07:43:00,10,7,77,MORNING,Meeting,No,Business
361,04-02-2016,20:07:00,Orlando,Miami,04-02-2016,21:47:00,100,52.9,581.9,NIGHT,Meeting,No,Business
362,18-06-2016,19:24:00,Orlando,Fort Pierce,18-06-2016,20:49:00,85,52.9,581.9,NIGHT,Airport/Travel,No,Business
363,02-03-2016,17:41:00,Fort Pierce,Tampa,02-03-2016,18:38:00,57,34.2,376.2,EVENING,Meal/Entertain,No,Business
364,15-04-2016,16:45:00,Tampa,West Palm Beach,15-04-2016,17:48:00,63,33.2,365.2,EVENING,Meeting,No,Business
365,21-05-2016,18:56:00,West Palm Beach,Tampa,21-05-2016,20:13:00,77,53.4,587.4,EVENING,Meeting,No,Business
366,15-05-2016,18:41:00,West Palm Beach,Tampa,15-05-2016,20:38:00,117,77.4,851.4,EVENING,Meeting,No,Personal
367,25-05-2016,14:31:00,Orlando,Tampa,25-05-2016,16:27:00,116,66.5,731.5,AFTER-NOON,Customer Visit,No,Personal
368,29-05-2016,14:17:00,Miami,Miami,29-05-2016,15:04:00,47,30.5,335.5,AFTER-NOON,Meeting,Yes,Personal
369,10-06-2016,10:01:00,Orlando,Orlando,10-06-2016,11:50:00,109,37.8,415.8,AFTER-NOON,Meal/Entertain,Yes,Personal
370,12-03-2016,07:19:00,Kissimmee,Kissimmee,12-03-2016,08:20:00,61,35.5,390.5,MORNING,Meeting,Yes,Business
371,03-03-2016,09:07:00,Fort Pierce,Palm Bay,03-03-2016,09:59:00,52,20.9,229.9,MORNING,Meeting,No,Business
372,12-05-2016,10:11:00,Miami,West Palm Beach,12-05-2016,10:52:00,41,29,319,AFTER-NOON,Airport/Travel,No,Business
373,27-06-2016,08:04:00,Kissimmee,Orlando,27-06-2016,08:19:00,15,6,66,MORNING,Meeting,No,Personal
374,22-06-2016,06:33:00,Fort Pierce,Kissimmee,22-06-2016,07:35:00,62,33.5,368.5,MORNING,Meal/Entertain,No,Business
375,26-04-2016,12:13:00,Palm Bay,Miami,26-04-2016,13:32:00,79,59.4,653.4,AFTER-NOON,Meeting,No,Business
376,20-05-2016,17:56:00,Kissimmee,Tampa,20-05-2016,18:22:00,26,15.1,166.1,EVENING,Errand/Supplies,No,Business
377,04-01-2016,11:58:00,Tampa,Miami,04-01-2016,13:49:00,111,69.6,765.6,AFTER-NOON,Errand/Supplies,No,Personal
378,19-06-2016,16:38:00,Kissimmee,Tampa,19-06-2016,17:35:00,57,30.4,334.4,EVENING,Meal/Entertain,No,Business
379,08-04-2016,20:01:00,Tampa,Fort Pierce,08-04-2016,20:21:00,20,6.4,70.4,NIGHT,Meeting,No,Business
380,29-05-2016,15:26:00,West Palm Beach,Palm Bay,29-05-2016,16:29:00,63,31.9,350.9,EVENING,Meal/Entertain,No,Business
381,19-02-2016,06:31:00,West Palm Beach,Fort Pierce,19-02-2016,07:53:00,82,48,528,MORNING,Meeting,No,Personal
382,13-05-2016,13:13:00,Fort Pierce,Palm Bay,13-05-2016,13:34:00,21,12.5,137.5,AFTER-NOON,Airport/Travel,No,Personal
383,14-05-2016,08:20:00,Fort Pierce,Miami,14-05-2016,10:13:00,113,66.3,729.3,MORNING,Meeting,No,Personal
384,05-05-2016,09:52:00,Palm Bay,West Palm Beach,05-05-2016,11:52:00,120,62.7,689.7,MORNING,Meeting,No,Business
385,14-06-2016,17:09:00,Tampa,Fort Pierce,14-06-2016,18:00:00,51,29.8,327.8,EVENING,Meal/Entertain,No,Business
386,27-04-2016,20:19:00,West Palm Beach,Palm Bay,27-04-2016,21:22:00,63,23.7,260.7,NIGHT,Meeting,No,Business
387,17-02-2016,08:42:00,Palm Bay,Miami,17-02-2016,08:52:00,10,5,55,MORNING,Meeting,No,Business
388,19-06-2016,17:51:00,Miami,West Palm Beach,19-06-2016,18:18:00,27,13.2,145.2,EVENING,Meal/Entertain,No,Business
389,21-03-2016,11:51:00,Kissimmee,Miami,21-03-2016,13:23:00,92,60.7,667.7,AFTER-NOON,Meal/Entertain,No,Business
390,16-01-2016,17:21:00,West Palm Beach,Orlando,16-01-2016,18:56:00,95,41.2,453.2,EVENING,Airport/Travel,No,Business
391,22-03-2016,06:35:00,Kissimmee,Orlando,22-03-2016,08:30:00,115,81.6,897.6,MORNING,Meal/Entertain,No,Business
392,12-03-2016,08:49:00,West Palm Beach,Orlando,12-03-2016,09:49:00,60,30.5,335.5,MORNING,Customer Visit,No,Personal
393,27-03-2016,14:03:00,Miami,Tampa,27-03-2016,15:31:00,88,52.2,574.2,AFTER-NOON,Errand/Supplies,No,Business
394,25-03-2016,15:38:00,Fort Pierce,Kissimmee,25-03-2016,16:15:00,37,18.2,200.2,EVENING,Customer Visit,No,Personal
395,29-06-2016,07:06:00,West Palm Beach,West Palm Beach,29-06-2016,07:47:00,41,15.4,169.4,MORNING,Errand/Supplies,Yes,Business
396,25-01-2016,17:36:00,Miami,Tampa,25-01-2016,19:23:00,107,48.6,534.6,EVENING,Customer Visit,No,Business
397,05-04-2016,11:30:00,Orlando,Palm Bay,05-04-2016,12:32:00,62,42.8,470.8,AFTER-NOON,Errand/Supplies,No,Business
398,04-01-2016,17:43:00,Palm Bay,Tampa,04-01-2016,18:02:00,19,6.9,75.9,EVENING,Meal/Entertain,No,Personal
399,09-05-2016,16:58:00,West Palm Beach,Kissimmee,09-05-2016,18:42:00,104,62.5,687.5,EVENING,Airport/Travel,No,Business
400,26-02-2016,11:12:00,Fort Pierce,Miami,26-02-2016,12:01:00,49,22.8,250.8,AFTER-NOON,Meeting,No,Business
401,05-01-2016,09:57:00,Palm Bay,Orlando,05-01-2016,10:41:00,44,23.9,262.9,MORNING,Meal/Entertain,No,Business
